Categoria,Titulo,Conteudo,Palavras Chave,URL
Processos fora da aplicação,Corrigindo as Functions,"CORRIGINDO AS FUNCTIONS
Em alguns casos na qual as telas podem demorar para realizar uma busca de um cliente ou produto, ou ficam só processando, podem ser por conta das functions que precisam ser ajustadas.
Para que possamos fazer isso, precisaremos pegar o arquivo, que normalmente está no servidor do .30, e colocar no servidor do cliente que está com o problema
após isso precisaremos rodar alguns comando no ssh para corrigi-lás:
mysql -f -uunosol -p#prudencia5! -C db_sup_neoaluminio < function2delimiter.txt
OBS: Lembre-se de trocar o nome do aplicação do cliente
Sempre realize o teste na aplicação do cliente para verificar se foi corrigido.","functions, corrigindo",https://unoerpwiki.herokuapp.com/pt-br/Corrigindo-functions
Processos fora da aplicação,Processo de DUMP,"Processo de DUMP no banco de dados
Passos para copia de base de produção para Desenv
Dentro do banco
1 - Copia das tabelas cd_parametro e cd_param_empresa da base Desenv
Exportar a tabela cd_parametro e cd_param_empresa
Marcar as opções Struture,","processo, dump",https://unoerpwiki.herokuapp.com/pt-br/processo-dump
Processos fora da aplicação,Configurar Validador NF 21/22,"Configurar validador NF 21/22
Descrição do Problema:
Para validar a nota no modelo 21/22 é necessário do programa Validador de Arquivos do Convênio ICMS 115-03 Versão V3_00c. zip, este programa é disponibilizado pela Secretaria da Fazenda deve ser baixado no computador do usuário. 
Segue o link do programa: https://portal.fazenda.sp.gov.br/servicos/nf-comunicacao-energia/Paginas/Downloads.aspx
Instalação do programa.
Após baixado descompactar o mesmo e executar:
Avançar >>
Selecionar Sim, para criar a pasta e avançar >>>
Avançar >>>
Clicar em iniciar para finalizar.
Avançar >>>
Finalizado no menu iniciar, todos os programas na pasta convenio > validador.
Ou pela busca, digitar: “Valida”
Ao abrir a tela é exibida:
Preencher as informações na tela e clicar em > arquivo > salvar identificação, guardar o arquivo gerado, pois toda vez que abre o validador é necessário ter o arquivo para não precisar preencher.
Para abrir identificação já salva clicar em > abrir informações de identificador, na pasta salva. Obs: salvar cada identificador em uma pasta com o nome do cliente para facilitar.
Passos para como gerar e processar o arquivo consultar - Modelo_KCS – Gerar e processar arquivo nota 21/22.","nf, configurar, validador",https://unoerpwiki.herokuapp.com/pt-br/validador-nf
Processos fora da aplicação,Retirar mensagem do navegador,"Retirar mensagem 
Descrição do Problema:
Retirar do navegador a mensagem de conexão não é segura.
Descrição da Solução:
Acessar uma aba em branco do firefox digitar : about:config , aceitar os riscos. 
> filtrar por secure e alterar para “false” (clicando com botão direito “Inverter valor”) os parâmetros:
>> security.insecure_field_warning.contextual.enabled
>> security.insecure_password.ui.enabled","mensagem, retirar, navegador",https://unoerpwiki.herokuapp.com/pt-br/mensagem-navegador
Processos fora da aplicação,Instalar Postman,"Instalar Postman
Descrição do Problema:
Para alterar logo das notas fiscais de serviço que integram com E-Notas é necessário instalar o programa localizado no link abaixo:
https://www.getpostman.com/downloads/
Instalar como administrador.
2 . Após a instalação é necessário somente fazer o login, não precisa criar um novo Workspace, pois eu já criei um grupo nosso. Acessar com as informações abaixo.
Username: suporteuno
Password: suporteuno@2020
3. Após logar verificar se a API subiu automático.
4. Caso não suba, precisa importar. O arquivo da API esta salvo no HD externo do suporte.
5. Inserir o API KEY do Uno para realizar as alterações de logo.
Em configurações, Add.
Preencher o Nome, varialvel e a APIKEY da UNO nos campos : INITIAL VALUE e CURRENT VALUE, clicar em Add.
APIKEY= NGUyY2UwODItZTRmNi00ZThjLTkwNjMtZjgwYTU2ZjUwMjAw
Caso precise alterar informações é só clicar no nome Uno.
Depois de alterado clicar em Update. 
Sempre vincular a empresa Uno para poder realizar as alterações.
Ao finalizar, acompanhar o arquivo  KCS “Modelo_KCS – Logo Enotas”.","instalar, postman",https://unoerpwiki.herokuapp.com/pt-br/instalar-postman
Processos fora da aplicação,Alterar formato de campo no Dbeaver,"Alterar formato de campo no Dbeaver
Descrição do Problema:
Como alterar formato de campo no SQL no Dbeaver.
Onde acessa:
No Dbeaver ao selecionar o banco do cliente e o campo da tabela que necessita alterar:
No campo","campo, dbeaver, formato",https://unoerpwiki.herokuapp.com/pt-br/Alterar-formato
Processos fora da aplicação,Cadastrar nova conexão no SQL Dbeaver,"Como cadastrar nova conexão no SQL no Dbeaver
Tela: 	Corpo:
Descrição do Problema:
Cadastrar nova conexão no SQL no Dbeaver
Onde acessa:
No Dbeaver clicar em New Connection Wizard, selecionar MySQ 8.x e avançar.
Na próxima tela, preencher os campos com o IP de acesso, usuário e senha e avançar.
Avançar, 
Definir o nome da conexão e finalizar.","dbeaver, conexão, nova",https://unoerpwiki.herokuapp.com/pt-br/Nova-conex%C3%A3o
Processos fora da aplicação,Como processar scripts no Dbeaver,"Como processar scripts no Dbeaver
Descrição do Problema:
Processar scripts ou selects no Dbeaver
Onde acessa:
No Dbeaver clicar no SQL Editor (F3).
Será habilitado o campo ao lado direito onde se insere o comando ou select a ser executado, após inserir o comando clicar em Execute Script e o resultado será exibido na tela abaixo, caso seja um Select.","dbeaver, scripts",https://unoerpwiki.herokuapp.com/pt-br/Scripts-dbeaver
Processos fora da aplicação,Erro conexão no Dbeaver,"Erro conexão no Dbeaver
Descrição do Problema:
Cadastrar nova conexão no SQL no Dbeaver e apresentar o erro de Public Key
Onde acessa:
No Dbeaver clicar com botão direito na base em Edit.
Em dirver properties localizar “AllowPublicKeyRetrieval” e alterar para “TRUE”","erro, dbeaver, conexão",https://unoerpwiki.herokuapp.com/pt-br/Erro-conex%C3%A3o-Dbeaver
Processos fora da aplicação,Inserção de colunas no banco de dados,"Inserção de colunas no banco de dados
Descrição do Problema:
Erro por campos ausentes no banco de dados.
Onde acessa:
MySQL-Front
Host: 192.168.2.9
Porta: 3306
User: update
Password: !@#update#@!
Descrição da Solução:
Ao consultar módulos na aplicação e gerar erro de campo ou coluna ausente, como por exemplo:
java.sql.SQLException: Column `senha_certificado` not found.
No banco de dados UPDATE:
No banco de UPDATE em db_update na tabela update_bd, no filtro localizar pelo erro informado:
script_bd like '%senha_certificado%'
Localizar em qual versão foi inserido o campo ausente.
No banco de dados do Cliente:
No banco do cliente colar o script copiado do banco de Update no SQL Editor e executar o comando apontando para o banco onde está sem a informação.","banco, dados, inserção, colunas",https://unoerpwiki.herokuapp.com/pt-br/Inser%C3%A7%C3%A3o-coluanas-banco
Processos fora da aplicação,Automático o Password SSH para abrir o PUTTY,"Automático o Password SSH  para abrir o Putty
Tela:	Corpo: 
Ao abrir o Putty através do WinSCP para que seja levado o passwordssh do usuário automático é necessário realizar a configuração no WinSCP.
Abrir o WinSCP ir em > Opções > Preferencias.
Ir em Integração – Programas, marcar a opção >> Lembrar senha de sessão e passá-la ao Putty (SSH)
Ao abrir o WinSCP no cliente e dar um Ctrl+p que ira abrir o Putty a senha para unosol já vira preenchida","putty, ssh, automatico, password",https://unoerpwiki.herokuapp.com/pt-br/Pssword-SSH
Processos fora da aplicação,Banco Nf-e,"Banco de Nfe
Tela: SGW0028 - NF-e Federal	Corpo: 0001 (01.01)
Descrição do Problema:
Como validar as informações e notas via banco de dados. 
Ir no módulo de Vendas - NF-e Federal
Buscar pelo número da nota e clicar no ícone que exibe o histórico da nota para que a janela seja acionada:
Essa tela exibe a situação da nota e o motivo da rejeição (coluna Mensagem). Para localizar a nota no banco de dados vamos utilizar a informação primaryKeyERP=23457. Após abrir a tela de histórico copiar a informação primaryKeyERP=23457 e acessar o banco de notas do cliente.
Ao abrir o Mysql Front vamos utilizar o banco com nome db_uc_nomecliente_nfe, sempre que se tratar de validação de nota o banco utilizado é o que tem NFE no final do nome:
Clicar na seta do lado esquerdo do banco e vai ser exibida todas as tabelas:
Para buscar a informação sobre a nota sempre vamos entrar primeiro na tabela gm_nfe_a00_atributo, clicar sobre a tabela gm_nfe_a00_atributo e selecionar a opção","banco, nf-e",https://unoerpwiki.herokuapp.com/pt-br/Banco-nf-e
Processos fora da aplicação,Chave Duplicata,"Duplicate entry for key 'PRIMARY'
Descrição do Problema:
Ao gerar um pedido de venda, itens/veículos, ocorrências e várias outras coisas, muitas vezes o sistema da erro de duplicidade de chave.
Como resolver: 
Acessar o banco de dados do cliente, tabela sg_sequence.
Dentro dela terá o número da ultima ID gerada de cada tela, que são gerados sequencialmente.
Nesse caso será necessário verificar qual número o sistema está informando que não pode ser duplicado, verificar o último número gerado e alterar na linha correspondente a essa tela.
Exemplo:
Ao gravar um pedido deu o erro abaixo:
om.mysql.jdbc.exceptions.jdbc4.MySQLIntegrityConstraintViolationException: Duplicate entry '3919' for key 'PRIMARY'
Isso significa que o sistema está tentando gerar um pedido com o cod_pedido 3919 mas ele já existe.
Então é necessário verificar o último pedido gerado no sistema e alterar a coluna vd_pedido.
Dessa forma, ao gravar o pedido o próximo número sera 3920.","chave, duplicata",https://unoerpwiki.herokuapp.com/pt-br/Chave-duplicata
Processos fora da aplicação,Como Encontrar Entradas Duplicadas no Excel,"Como Encontrar Entradas Duplicadas no Excel
Tela:	Corpo: 
Descrição do problema:
Como Encontrar Entradas Duplicadas no Excel
Descrição da Solução:
Quem trabalha com planilhas do Excel repletas de dados deve encontrar algumas informações duplicadas de vez em quando. Felizmente, é possível encontrá-las com o recurso ""Formatação Condicional"" e removê-las com a opção ""Remover Duplicatas"" — dessa forma, deixando o documento e os dados bem precisos.
1 - Abra o arquivo original. O primeiro passo é selecionar todos os dados que você quer examinar em busca de entradas duplicadas.
2 - Clique na célula que fica no canto superior esquerdo do conjunto de dados. Dessa maneira, vai começar o processo de seleção.
3 -  Mantenha a tecla ⇧ Shift pressionada e clique na última célula do arquivo, no canto inferior direito. Isso vai selecionar todo o conjunto de dados.
Nesse processo, a ordem não importa: você pode clicar primeiro na célula do canto superior direito, por exemplo.
4 - Clique em ""Formatação Condicional"" para abrir o menu suspenso. A opção fica na barra de ferramentas da aba ""Página Inicial"" (muitas vezes, sob a seção ""Estilo"").
5 - Clique em ""Realçar Regras das Células"" e, depois, em ""Valores Duplicados"". Mantenha as células selecionadas durante o processo. Dessa forma, você vai abrir uma janela com opções de personalização em outro menu suspenso.
6 - Clique em ""Valores Duplicados"" no menu suspenso.
Se quiser exibir todos os valores sem repetição, clique em ""Exclusivos"".
7- Escolha a cor do realce das entradas duplicadas. Na configuração padrão, o Excel usa vermelho claro para as células e escuro para as informações que elas contêm.
8 - Clique em ""Ok"" para exibir os resultados.","como, encontrar, entradas, duplicadas, excel",https://unoerpwiki.herokuapp.com/pt-br/Duplicidade-excel
Processos fora da aplicação,Validar XML SEFAZ RS,"Validar Xml Sefaz RS
Acessar a tela SGW0028 - NF-e Federal no ícone histórico, copiar a primarykeyERP:
Módulo Vendas: NF-e Federal → SGW0028 - NF-e Federal
Acessar o banco de notas do cliente, tabela gm_nfe_a00_atributo colar a primarykeyERP e pegar a PK_Grupo_A00:
Ir na tabela gm_nfe_adm_documento e preencher a PK_Grupo_A00, copiar os dados do campo DocXML:
Abrir o Notepad++ colar o conteúdo e pesquisar pelo tag <Signature, conforme abaixo:
Toda a parte selecionada abaixo deve ser apagada:
Ficando apenas o conteúdo abaixo, finalizando nas tags /infNFe></NFe>
Copiar o conteúdo acima e acessar o site: https://www.sefaz.rs.gov.br/NFE/NFE-VAL.aspx
Colar o conteúdo e clicar em Validar, após exibir o resultado clicar no ícone + para exibir a rejeição:","xml, validar, sefaz, rs",https://unoerpwiki.herokuapp.com/pt-br/validar-xml-sefaz-rs
Processos fora da aplicação,Validando Guia GNRE,"Validando Guia GNRE 
Tela:	Corpo: 
Descrição: Validar Guia quando gera erro ou fica em branco ao abrir.
Obs: modo pratico para validar antes de seguir os passos:
No titulo clicar no botão ‘excluir guia’   , depois clicar para abrir a guia novamente.
Caso não gere precisa validar:
As Guias GNRE só geram com","validando, guia, gnre",https://unoerpwiki.herokuapp.com/pt-br/validando-guia-GNRE
Processos fora da aplicação,Processos,"Processos
Conectar no Ambiente de Teste.
Conhecendo katalon e Criando Case.
Passo a Passo Para Executar e Leitura dos Testes",Nenhuma palavra-chave encontrada,https://unoerpwiki.herokuapp.com/pt-br/Suporte/processos
Processos fora da aplicação,Mapa mental - case de testes,,Nenhuma palavra-chave encontrada,https://unoerpwiki.herokuapp.com/pt-br/Suporte/mapamental
Processos fora da aplicação,Problemas de vpn que não conecta,"Erro de conxão Vpn
Solução 1: Usando o Gerenciador de Dispositivos
Passo 1: Pressione a tecla Windows + X juntos no teclado e selecione Gerenciador de dispositivos no menu de contexto.
Passo 2: Na janela Gerenciador de dispositivos, role para baixo e expanda os adaptadores de rede. Agora, clique com o botão direito do mouse em WAN Miniport (SSTP) e selecione Dispositivo de desinstalar no menu.
Passo 3: Repita o mesmo processo como mostrado no Passo 2 para desinstalar o dispositivo para todos os Miniports listados abaixo um por um:
Miniport WAN (PPTP)
Miniport WAN (PPPOE)
WAN Miniport (Monitor de Rede)
Miniport WAN (L2TP)
Miniporta de WAN (IPv6)
Miniport WAN (IP)
WAN Miniport (IKEv2)
Passo 4: Agora, clique na guia Ação na parte superior da janela e selecione Verificar alterações de hardware no menu de contexto.
Isso reinstalará todos os WAN Miniports novamente como era antes. Então, basicamente, ele os instala de forma fresca e agora sua VPN deve trabalhar de volta novamente.
Solução 2 : Desabilitar o Proxy
1. Pressione a tecla Windows + R para abrir a caixa de comandos de execução.
2. Escreva inetcpl.cpl nele e clique em OK.
3. Clique na guia Conexões na lista de guias superior.
4. Agora, clique em Configurações LAN.
5. Certifique-se de que usar um servidor proxy para sua LAN está desmarcado.
Tutorial em video","vpn, erro, conexão, não foi possivel estabelecer uma conexão com o computador remoto. talvez seja necessário alterar as configurações da rede para essa conexão",https://unoerpwiki.herokuapp.com/pt-br/Suporte/Erro-vpn-nao-conecta
Clientes,Thermomatic,"SSH Thermomatic
Descrição: Como acessar o SSH da Thermomatic.
Esse cliente possui uma forma diferente de validação para acessar o servidor, necessitando de um certificado.
Primeiramente devemos configurar os dados de acesso no Putty.
IP: 54.94.12.219
Porta: 22
Após preenchermos esses dados devemos ir até  onde iremos inserir o certificado de validação.
Primeiramente vamos clicar em SSH e expandir o menu, depois clicar em Auth.
No campo Browse vamos inserir o certificado que está anexado na ocorrência OC226634.
Após isso é só dar um open.
O usuário de acesso é: admin
Esse tipo de validação não precisa de senha.
Para logar como root o usuário é: sudo su
Também não precisa de senha.",thermomatic,https://unoerpwiki.herokuapp.com/pt-br/Thermomatic
Clientes,Processos Easytech customizados,"Processos Easytech Customizados
Tela: PLW0001D - Planej Compras Projetado	Corpo: Easytech
Permissões Relacionadas: PLW0001D - Planej Compras Projetado
O acesso a tela é pelo Módulo Compras: Planej Compras Projetado → PLW0001D - Planejamento de Compras Projetado:
Descrição dos Campos, Implicações e Exemplos:
Cod. Empresa: Empresas que serão consideradas na busca.
Cód. Família Comercial: Código da família comercial do produto.
Grupo Produto: Código do grupo do produto.
Fornecedor: Código do fornecedor para a compra do produto.
Desc. Comercial: Descrição comercial do produto.
Botão Calcular: Calcula a quantidade que é necessária para compra.
Botão Gera OC: Gera Ordem de Compra.
Cód. Produto: Permite listar itens de compra pelo código do produto.
Cód. Produto Fornec: Código do produto dentro do fornecedor.
Exportar TXT
Exporta os dados da lista em arquivo txt para ser utilizado em excel.
Consulta Produto
Abre a tela VDQ0002 - Busca de Produtos para consulta.
Nesta Tela o sistema irá considerar as empresas informadas e o número de meses para projetar o estoque
Demais Considerações:
Qtde a Comprar (considerando as empresas selecionadas) = ((Média de Vendas x Número de Meses Projetado) + Demanda) - (Comprado + Estoque Atual)
Considera apenas produtos com situação ativo, que possuem estoque mínimo cadastrado, que são do tipo Comprado ou Beneficiado e que a opção “atualiza estoque” está selecionada no item
Considera apenas itens que constam vinculados a Cod Fornecedor e Cod Produto Fornc (aba Fornecedores)
Módulo Cadastros Gerais: Produtos e serviços → CDW0201 - Produtos e Serviços;
A média de vendas considera apenas notas faturadas, onde a opção “estatística de venda” constava selecionada na Nop no momento do faturamento e que foram emitidas dentro do período informado no campo “Considerar Média de Vendas de”.
Segue abaixo um exemplo:
Qtde a Comprar (considerando as empresas selecionadas) = ((Média de Vendas x Número de Meses Projetado) + Demanda) - (Comprado + Estoque Atual)
De acordo com exemplo:
11,2224 (empresa 1) = ((5,5556 x 4) + 0 ) – (10 + 1 ) = 11,2224
Selecionar a linha do item, clicar no Botão Calcular e  o sistema Calcula a quantidade que é necessária para compra, clicando no Botão Gera OC é gerada uma Ordem de Compra (Pedido de compra) e clicando no botão Gerar requisições é gerado uma requisição de Compras:
Para acessar o Pedido de compra: Módulo Compras: Pedidos de Compra → CCW0001 - Pedidos de Compra
Para acessar a Requisição de Compras: Módulo Compras: Requisição de Compra → CCW0005 - Requisição de Compra
Processos Easytech Customizados
Tela: FNW0202M - Baixa CR Multi-Empresa
Corpo: 0001 (01.01)
Permissões Relacionadas: FNW0202M - Baixa CR Multi-Empresa
Na Easytech a quantidade de parcela dos títulos gerados são de acordo com a forma de pagamento, quando a opção “Reparcelas Automático no Faturamento” consta selecionada é habilitada a opção de Qtd parcelas: 
Preenchendo o campo Qtd Parcelas o sistema carrega as parcelas, Dias e Percentual.
O boleto abaixo foi criado com forma de pagamento Boleto 1X e vamos realizar uma baixa no título alterando a forma de pagamento para VISA 2X:
Clicando no ícone + é exibida a tela FND0210M - Baixa Detalhada Multiempresa, nessa tela alteramos a forma de pagamento e é exibido a quantidade de parcelas:
Quando clicar em Baixar o título será “reparcelado”, alterando o valor do título 300044/1 para 250,00R$ e criando um novo título 300044/2 de 250,00R$:
O título baixado fica conforme abaixo:
  Processos Easytech Customizados
Tela: VDW0110 – PDV
Corpo: 0001 (01.01)
Parâmetros Relacionados:
NOP Padrão Dentro do Estado
NOP Padrão Fora do Estado
NOP de Entrada Dentro do Estado
NOP de Entrada Fora do Estado
Quando é criado um pedido na Easytech as Nops são aplicadas automaticamente de acordo com o que consta preenchido no cadastro do cliente. Quando o cliente é cadastrado, o sistema valida o endereço do cliente para aplicar a Nop dentro ou fora do estado, que são definidas nos parâmetros NOP Padrão Dentro do Estado e NOP Padrão Fora do Estado.
Na tela de Notas Fiscais é possível ver a Nop utilizada no faturamento acima:
Módulo Vendas: Notas Fiscais → VDW0004 - Notas Fiscais
No cadastro do cliente consta a Nop vinculada:
Módulo Cadastros Gerais: Clientes → CDW0101 – Clientes
Para realizar a devolução ir em Recebimento informar o código do cliente, a Nop e clicar no botão Devolução:
Módulo Estoque: Recebimento → EQW0005 – Recebimentos
Após importar os itens, gravar o recebimento e clicar em confirmar:
Após o recebimento estar com a situação “Recebido Total” o botão “Gerar NF” é exibido, quando clicar no botão é gerado um pedido de acordo com a Nop preenchida nos parámetros NOP de Entrada Dentro do Estado e NOP de Entrada Fora do Estado.","easytech, processos, custumizados",https://unoerpwiki.herokuapp.com/pt-br/Processo-easytech
Clientes,Simulação de produção - Lasuvi - Calculo de quantidade necessária dos itens,"CÁLCULO DA QUANTIDADE NECESSÁRIA DOS ITENS – SIMULAÇÃO DE PRODUÇÃO – LASUVI
Para verificarmos a quantidade necessária de cada item, precisaremos inserir os itens que serão produzidos:
Basta clicar na lupa ou inserir os código dos itens e a quantidade a produzir.
Nesse caso iremos utilizar o exemplo do item 6937 da empresa Lasuvi
O item que iremos olhar é o 6272
Para isso precisaremos verificar como está o cadastro da estrutura dos produtos:
Nesse caso podemos notar que dentro da estrutura do item 6937, há outras 2 estruturas envolvidas
E em relação aos calculos?
Caso o produto seja um componente igual esses dois itens (1551 e 1708)
Podemos verificar a quantidade de cada item para o produto 6937 e multiplicar pelo número a ser produzido
 2000 (qtd a ser produzida) * 1,0 (qtdItem na estrutura) = 2000 
Porém e quando há um estrutura dentro da estrutura do produto?
Analisando esse caso temos 3 valores: quantidade a produzir, quantidade do item filho, quantidade do produto utilizada na estrutura do item filho:
Produtos e suas quantidades:
6937 – Produto Pai – 2000 a produzir
6936G – Produto Filho – 0,112 para cada item
6272 – Item da estrutura do produto filho (6936G) – 0,030 para cada item
2000 (qtd a ser produzida) * 0,030 (Item estrutura produto filho) = 60
60 * 0,112 (Produto filho) = 6,72 <- Esse será o valor que aparecerá no campo da tela de simulação de produção 2 no campo “Quantidade Necessária”.
Item 6272 = Qtd Necessária 6,72",simulacao de producao,https://unoerpwiki.herokuapp.com/pt-br/Simulacao-producao-lasuvi
Clientes,Vpn Circuibras,"VPN Circuibras
Os acessos a Circuibras devem ser feitos via VPN:
Acessar as configurações do Windows, VPN e clicar em Adicionar uma conexão VPN: 
Preencher os dados conforme abaixo e clicar em Salvar:
Chave Compartilhada: Circuibrasrumoaos40anos
Usuário: SuporteUNO
Senha: Curitiba2019
Após gravar selecionar a VPN e clicar em conectar:
Link de acesso a aplicação:
Ip de Produção - https://192.168.1.33/Circuibras//sgw0001.do?method=login
Ip de Teste - https://192.168.1.7/Circuibras//sgw0001.do?method=login
Obs: O acesso ao ambiente de testes (Desenv) é sinalizado também pelo logo aplicado:
Os dados de acesso ao servidor são:
Produção: 
IP: 192.168.1.33
Porta: 22
Teste/Desenv
Ip: 192.168.1.7
Porta: 22
O acesso ao Banco de dados é realizado com o Ip acima utilizando a porta 3306 para Produção e Teste/Desenv.
Após configurar os dados de acesso no Putty é necessário informar o usuário na opção Conection à","vpn, circuibras, vpn circuibras",https://unoerpwiki.herokuapp.com/pt-br/vpn-circuibras
Clientes,Corrigir volumes errados Tantrix,"Corrigir volumes errados Tantrix
Descrição do Problema:
Erro ao sincronizar pedidos por volumes incorretos.
No histórico do pedido fica o erro.
Conferir no PDF da nota o total de volumes enviados.
No servidor da Tantrix pegar o arquivo do pedido na pasta 07.
1 – Abrir a pasta 7
2 – localizar o arquivo pelo ID da nota.
3 – Copiar para área e trabalho o arquivo.
Abrir o arquivo txt usando o Notepad++. Tem que ser no Note para não desconfigurar o arquivo, pois ele tem um padrão para ser mandado para Serra.
Na posição 125 fica a quantidade de volumes enviados. Abaixo as posições do arquivo.
Posições do arquivo pasta 7.
Corrigir os volumes de acordo com o que consta no histórico do pedido. Muitas das vezes como neste caso foi mandado 2 volumes, porém foi separado como 1 volume. 
Como enviar:
Salvar o arquivo corrigido e salvar o PDF da nota referente, abrir na Serrapark a pasta 7 e colocar os dois arquivos na pasta, tem que ser os dois ao mesmo tempo.
Ao serem sincronizados os arquivos saem da pasta 7.","corrigir, volumes, errados, tantrix",https://unoerpwiki.herokuapp.com/pt-br/Volumes-errados-tantrix
Clientes,Criar arquivo da nota Tantrix,"Quando não gera arquivo da nota
Descrição do Problema:
Quando não gera arquivo da nota na pasta 7 e necessita criar manualmente para poder reenviar.
No servidor da Tantrix pegar um arquivo de algum pedido na pasta 07 e editar com as informações do pedido que não gerou.
Constante sempre 1, altera as demais informações. Exemplo acima quando transportadora for 2 – Correios.
Posições do arquivo.
Como reenviar:
Salvar o arquivo corrigido e salvar o PDF da nota referente, abrir na Serrapark a pasta 7 e colocar os dois arquivos na pasta, tem que ser os dois ao mesmo tempo.
Ao serem sincronizados os arquivos saem da pasta 7.","arquivo, criar, tantrix",https://unoerpwiki.herokuapp.com/pt-br/criar-arquivo-tantrix
Clientes,Reenviar pedidos não sincronizados Tantrix,"Reenviar pedidos não sincronizados Tantrix
Descrição do Problema:
Pedidos quando não sincronizam com a Serra Park.
Os pedidos que são enviados para a Serrapark devem estar na empresa 2
Critérios para envio:
Primeira analise
1 – Pedido tem que estar com a situação de Aprovado
2 – Itens do Pedido precisa possuir estoque
Quando o pedido não integra:
Acessar a pasta no servidor da Tantrix no caminho:
/var/apache-tomcat-8.0.35/webapps/UCOMMERCE/Tantrix/empresa/serrapark
Os arquivos gerados para envio dos pedidos a Serrapark ficam na Pasta 04 – EnvioSaida, abrir a pasta clicar em localizar arquivo, buscar pelo número do pedido entre *Asterisco* e dar foco.    
Processo para reenviar:
1 – Salvar o arquivo no desktop
2 – Acessar o ftp da Serrpark, abaixo dados do acesso.
Host: serrapark.dd.spiritlinux.com
Porta: 21
Usuário: tetrix
Senha: #tetrix16#
Incluir o arquivo do pedido salvo na pasta 4 da Serrapark.
Aguardar o Cron rodar e ver se o status do pedido foi alterado ou se no histórico do mesmo consta o recebimento na Serra.","pedidos, tantrix, sincronizados, reenviar",https://unoerpwiki.herokuapp.com/pt-br/Reenviar-pedidos-nao-sincronizados
Clientes,Atualização de certificado prefeitura de Itapecerica - empresa Rochacara,"Atualização certificado prefeitura de Itapecerica (Empresa Rochacara)
Problema:
No portal do E-notas http://app.enotasgw.com.br/login?returnUrl=%2F não tem a aba Certificado Digital para o município de Itapecerica da Serra:
A atualização é realizada pela Aba Dados municipais usando usuário e senha:
Solução
A integração no município de Itapecerica da Serra não requer certificado digital, sendo realizada através de usuário e senha de acesso ao portal, aba Dados municipais.
Para emitir via integração com as prefeituras do provedor e Transparencia, precisamos do Cod. Usuario e Cod. Contribuinte. Saiba abaixo como buscar esses dados:
Acessar o site abaixo:
Site: https://nfe.etransparencia.com.br/sp.itapecericadaserra/nfe/principal.aspx
1° Acessa com usuário e senha:
2° Após acessar é preciso selecionar a empresa correta:
Após selecionar a empresa ir em Cadastros básicos, Contribuintes (Prestadores e Tomadores) para visualizar o usuário:
Cod. contribuinte = Usuário de acesso à prefeitura no emissor:
Após selecionar a empresa ir em Sistema, Editar perfil para visualizar a senha:
Cod. Usuario =  Senha de acesso à prefeitura no emissor:
Com os dados em mãos ir no portal do E-notas http://app.enotasgw.com.br/login?returnUrl=%2F na aba Dados municipais e preencher o usuário e senha que validou no portal e clicar em próximo.
Na ocorrência 238040 consta uma planilha Acessos_prefeitura.xlsx com usuário e senha de acesso ao portal da prefeitura de todas as empresas da Rochacara.","certificado, atualização, rochacara, prefeitura, itapecerica",https://unoerpwiki.herokuapp.com/pt-br/Atualizacao-certificado-prefeitura
Clientes,Configurarção VPN Linkdata,Configurar VPN Link,"vpn, configurar, linkdata",https://unoerpwiki.herokuapp.com/pt-br/Configurar-vpn
Clientes,Easytech pedido de transferência,"VDW0110 – PDV Easytech – Pedido de Transferência
Tela: VDW0110 – PDV
Tela: EQW0005 – Recebimentos
Corpo: 0001 (01.01) 
Corpo: Easytech (01.03)
Parâmetros Relacionados:
NOP de Transferência Entre Lojas – Nop aplicada no Faturamento
NOP de Recebimento Entre Lojas – Nop aplicada no recebimento
Módulo Cadastros Gerais: Cadastros Iniciais → Parâmetros Iniciais → CDW0001 - Parâmetros do Sistema  - Módulo Vendas
Os pedidos da Easytech podem ser transferidos entre as lojas, por isso os clientes de Cod 1 á 5 são cadastrados de acordo com o código da empresa, cliente 1 empresa 1 e assim por diante.
Descrição da Solução:
Criar um pedido e definir o cliente de acordo com a empresa que será feita a transferência, criamos um pedido na empresa 3 e o mesmo será transferido para a empresa 1:
Após criar o pedido clicar no botão “Transferência”, o pedido é faturado na empresa 1:
O pedido é faturado na empresa 3 e gerado um recebimento na empresa 1:","pedido, easytech, transferencia",https://unoerpwiki.herokuapp.com/pt-br/Pdv-Easytech
